,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total_Space_New
13932,Bulleen,3,h,Ray,2018-03-17,10.8,3105.0,3,1,1,693.5,Eastern Metropolitan,4480,925000,Nearby,8
13933,Bulleen,4,h,RT,2018-03-17,10.8,3105.0,3,1,1,693.5,Eastern Metropolitan,4480,1720000,Nearby,9
13934,Bulleen,3,t,Barry,2018-03-17,10.8,3105.0,3,1,1,236.0,Eastern Metropolitan,4480,750000,Nearby,8
13935,Bulleen,5,h,Barry,2018-03-17,10.8,3105.0,5,2,3,656.0,Eastern Metropolitan,4480,1302000,Nearby,15
13936,Bulleen,3,h,Noel,2018-03-17,10.8,3105.0,3,1,1,693.5,Eastern Metropolitan,4480,910000,Nearby,8
13937,Bulleen,4,t,Barry,2018-03-17,10.8,3105.0,4,3,2,340.0,Eastern Metropolitan,4480,1220000,Nearby,13
13938,Bulleen,3,h,Parkes,2018-03-17,10.8,3105.0,3,1,2,739.0,Eastern Metropolitan,4480,1290000,Nearby,9
13939,Bundoora,4,h,Love,2018-03-17,12.1,3083.0,4,2,3,593.0,Northern Metropolitan,10175,784000,Nearby,13
13940,Bundoora,4,h,Darren,2018-03-17,12.1,3083.0,4,2,1,570.0,Northern Metropolitan,10175,700000,Nearby,11
13941,Bundoora,3,h,Ray,2018-03-17,12.1,3083.0,3,1,2,398.0,Northern Metropolitan,10175,600000,Nearby,9
13942,Bundoora,3,h,Barry,2018-03-17,12.1,3083.0,3,2,1,453.0,Northern Metropolitan,10175,717000,Nearby,9
13943,Bundoora,3,h,Barry,2018-03-17,12.1,3083.0,3,2,2,539.0,Northern Metropolitan,10175,660000,Nearby,10
13944,Bundoora,5,h,Barry,2018-03-17,12.1,3083.0,5,3,2,521.0,Northern Metropolitan,10175,760000,Nearby,15
13945,Bundoora,3,h,Ray,2018-03-17,12.1,3083.0,3,2,2,588.0,Northern Metropolitan,10175,962250,Nearby,10
13946,Bundoora,5,h,Barry,2018-03-17,12.1,3083.0,5,4,2,656.0,Northern Metropolitan,10175,1565000,Nearby,16
13947,Burwood,3,t,LLC,2018-03-17,10.4,3125.0,3,2,1,267.0,Southern Metropolitan,5678,860000,Nearby,9
13948,Burwood,3,h,Fletchers,2018-03-17,10.4,3125.0,3,1,1,661.0,Southern Metropolitan,5678,1410000,Nearby,8
13949,Burwood,3,h,Buxton,2018-03-17,10.4,3125.0,3,1,1,593.0,Southern Metropolitan,5678,1310000,Nearby,8
13950,Burwood,3,h,Buxton,2018-03-17,10.4,3125.0,3,2,1,392.0,Southern Metropolitan,5678,1217000,Nearby,9
13951,Cairnlea,4,h,Barry,2018-03-17,14.8,3023.0,4,2,2,571.0,Western Metropolitan,2674,734000,Nearby,12
13952,Camberwell,4,h,Marshall,2018-03-17,7.7,3124.0,4,3,3,772.0,Southern Metropolitan,8920,2100000,Nearby,14
13953,Camberwell,3,h,Marshall,2018-03-17,7.7,3124.0,3,3,2,219.0,Southern Metropolitan,8920,1430000,Nearby,11
13954,Camberwell,3,u,Noel,2018-03-17,7.7,3124.0,1,1,1,50.0,Southern Metropolitan,8920,1150000,Nearby,6
13955,Camberwell,5,h,Marshall,2018-03-17,7.7,3124.0,5,3,2,725.0,Southern Metropolitan,8920,2450000,Nearby,15
13956,Camberwell,4,h,Marshall,2018-03-17,7.7,3124.0,4,2,2,572.0,Southern Metropolitan,8920,2100000,Nearby,12
13957,Camberwell,2,u,Fletchers,2018-03-17,7.7,3124.0,1,1,1,50.0,Southern Metropolitan,8920,701000,Nearby,5
13958,Camberwell,4,h,RT,2018-03-17,7.7,3124.0,4,3,9,601.0,Southern Metropolitan,8920,2000000,Nearby,20
13959,Camberwell,3,t,Marshall,2018-03-17,7.7,3124.0,3,2,1,267.0,Southern Metropolitan,8920,1725000,Nearby,9
13960,Camberwell,5,h,Marshall,2018-03-17,7.7,3124.0,5,3,4,1338.0,Southern Metropolitan,8920,6000000,Nearby,17
13961,Campbellfield,3,h,Jason,2018-03-17,16.6,3061.0,3,1,1,677.0,Northern Metropolitan,1889,725000,Moderately Close,8
13962,Campbellfield,2,h,YPA,2018-03-17,16.6,3061.0,2,1,0,361.0,Northern Metropolitan,1889,385000,Moderately Close,5
13963,Carlton,2,h,Nelson,2018-03-17,1.6,3053.0,2,2,1,150.0,Northern Metropolitan,6786,1410000,Nearby,7
13964,Carlton,2,u,hockingstuart,2018-03-17,1.6,3053.0,1,1,1,50.0,Northern Metropolitan,6786,1605000,Nearby,5
13965,Carlton,3,t,Collins,2018-03-17,1.6,3053.0,3,2,2,2399.0,Northern Metropolitan,6786,1750000,Nearby,10
13966,Carlton North,3,u,Peter,2018-03-17,3.5,3054.0,1,1,1,50.0,Northern Metropolitan,3106,650000,Nearby,6
13967,Carrum,2,u,Buxton,2018-03-17,31.2,3197.0,2,1,1,210.0,South-Eastern Metropolitan,1989,435000,Far,6
13968,Carrum,4,h,Buxton,2018-03-17,31.2,3197.0,3,1,2,632.0,South-Eastern Metropolitan,1989,800000,Far,10
13969,Carrum Downs,3,h,O'Brien,2018-03-17,34.9,3201.0,3,2,2,657.0,South-Eastern Metropolitan,8060,631000,Far,10
13970,Caulfield North,2,u,Gary,2018-03-17,7.8,3161.0,1,1,1,50.0,Southern Metropolitan,6923,715000,Nearby,5
13971,Caulfield South,5,h,Gary,2018-03-17,8.7,3162.0,5,3,2,579.0,Southern Metropolitan,5051,2050000,Nearby,15
13972,Caulfield South,3,h,Gary,2018-03-17,8.7,3162.0,3,1,2,496.0,Southern Metropolitan,5051,1490000,Nearby,9
13973,Cheltenham,4,h,Hodges,2018-03-17,17.9,3192.0,4,1,2,676.0,Southern Metropolitan,9758,1270000,Moderately Close,11
13974,Cheltenham,3,t,Barry,2018-03-17,17.9,3192.0,3,3,2,259.0,Southern Metropolitan,9758,1111000,Moderately Close,11
13975,Cheltenham,3,h,Gary,2018-03-17,17.9,3192.0,3,1,1,593.0,Southern Metropolitan,9758,900000,Moderately Close,8
13976,Cheltenham,3,t,O'Brien,2018-03-17,17.9,3192.0,3,2,1,267.0,Southern Metropolitan,9758,850000,Moderately Close,9
13977,Cheltenham,3,h,Woodards,2018-03-17,17.9,3192.0,3,1,1,634.0,Southern Metropolitan,9758,887500,Moderately Close,8
13978,Cheltenham,3,t,Buxton,2018-03-17,17.9,3192.0,3,2,1,267.0,Southern Metropolitan,9758,1030000,Moderately Close,9
13979,Cheltenham,3,h,O'Brien,2018-03-17,17.9,3192.0,3,3,2,727.0,Southern Metropolitan,9758,1291000,Moderately Close,11
13980,Cheltenham,3,h,Greg,2018-03-17,17.9,3192.0,3,2,2,784.0,Southern Metropolitan,9758,1200000,Moderately Close,10
13981,Cheltenham,5,h,Cayzer,2018-03-17,17.9,3192.0,5,2,3,1001.0,Southern Metropolitan,9758,1350000,Moderately Close,15
13982,Clarinda,3,h,Obrien,2018-03-17,17.5,3169.0,3,1,1,531.0,South-Eastern Metropolitan,2727,795500,Moderately Close,8
13983,Clayton,3,t,Ray,2018-03-17,16.7,3168.0,2,1,1,248.0,South-Eastern Metropolitan,5837,800000,Moderately Close,7
13984,Clayton,3,h,Darras,2018-03-17,16.7,3168.0,3,2,1,740.0,South-Eastern Metropolitan,5837,1870000,Moderately Close,9
13985,Clayton,3,h,Buxton,2018-03-17,16.7,3168.0,3,2,1,721.0,South-Eastern Metropolitan,5837,1371000,Moderately Close,9
13986,Clayton South,3,h,C21,2018-03-17,17.5,3169.0,3,1,1,533.0,South-Eastern Metropolitan,4734,820000,Moderately Close,8
13987,Clifton Hill,3,h,Nelson,2018-03-17,3.6,3068.0,3,2,1,1727.0,Northern Metropolitan,2954,1040000,Nearby,9
13988,Clifton Hill,1,u,Harrington,2018-03-17,3.6,3068.0,1,1,1,50.0,Northern Metropolitan,2954,347000,Nearby,4
13989,Coburg,2,u,Barry,2018-03-17,6.7,3058.0,1,1,1,50.0,Northern Metropolitan,11204,440000,Nearby,5
13990,Coburg,3,h,Nelson,2018-03-17,6.7,3058.0,3,1,2,409.0,Northern Metropolitan,11204,1090000,Nearby,9
13991,Coburg,2,h,Peter,2018-03-17,6.7,3058.0,2,1,1,390.0,Northern Metropolitan,11204,905000,Nearby,6
13992,Coburg,3,h,Jellis,2018-03-17,6.7,3058.0,3,2,2,368.0,Northern Metropolitan,11204,1100000,Nearby,10
13993,Coburg,3,h,Love,2018-03-17,6.7,3058.0,3,1,1,403.0,Northern Metropolitan,11204,900000,Nearby,8
13994,Coburg,2,h,Walshe,2018-03-17,6.7,3058.0,2,1,2,343.0,Northern Metropolitan,11204,930000,Nearby,7
13995,Coburg,2,h,Barry,2018-03-17,6.7,3058.0,2,1,1,216.0,Northern Metropolitan,11204,866000,Nearby,6
13996,Coburg,3,h,Nelson,2018-03-17,6.7,3058.0,3,1,1,251.0,Northern Metropolitan,11204,853000,Nearby,8
13997,Coburg,3,h,Nelson,2018-03-17,6.7,3058.0,3,1,1,264.0,Northern Metropolitan,11204,740000,Nearby,8
13998,Coburg North,3,h,Nelson,2018-03-17,6.7,3058.0,3,1,2,532.0,Northern Metropolitan,3445,801000,Nearby,9
13999,Coburg North,4,h,Barry,2018-03-17,6.7,3058.0,4,2,2,557.0,Northern Metropolitan,3445,830000,Nearby,12
14000,Collingwood,2,u,hockingstuart,2018-03-17,2.0,3066.0,1,1,1,50.0,Northern Metropolitan,4553,480000,Nearby,5
14001,Collingwood,3,h,Jellis,2018-03-17,2.0,3066.0,3,1,1,482.0,Northern Metropolitan,4553,1306000,Nearby,8
14002,Craigieburn,4,h,HAR,2018-03-17,20.6,3064.0,4,2,2,480.0,Northern Metropolitan,15510,695000,Far,12
14003,Craigieburn,3,h,Ray,2018-03-17,20.6,3064.0,3,2,2,598.0,Northern Metropolitan,15510,650000,Far,10
14004,Craigieburn,5,h,Ray,2018-03-17,20.6,3064.0,5,2,2,589.0,Northern Metropolitan,15510,770000,Far,14
14005,Craigieburn,4,h,Barry,2018-03-17,20.6,3064.0,4,2,2,623.0,Northern Metropolitan,15510,615000,Far,12
14006,Craigieburn,3,h,YPA,2018-03-17,20.6,3064.0,3,2,4,657.0,Northern Metropolitan,15510,565000,Far,12
14007,Craigieburn,4,h,YPA,2018-03-17,20.6,3064.0,3,1,1,482.0,Northern Metropolitan,15510,595000,Far,9
14008,Craigieburn,3,h,Ray,2018-03-17,20.6,3064.0,3,2,1,574.0,Northern Metropolitan,15510,540000,Far,9
14009,Craigieburn,3,h,Ray,2018-03-17,20.6,3064.0,3,2,2,448.0,Northern Metropolitan,15510,590000,Far,10
14010,Craigieburn,4,h,LITTLE,2018-03-17,20.6,3064.0,4,2,2,392.0,Northern Metropolitan,15510,540000,Far,12
14011,Cranbourne North,4,h,O'Brien,2018-03-17,34.7,3977.0,4,2,2,446.0,South-Eastern Metropolitan,6464,645000,Far,12
14012,Cremorne,1,u,Biggin,2018-03-17,2.4,3121.0,1,1,1,50.0,Northern Metropolitan,1123,525000,Nearby,4
14013,Croydon,2,h,Jellis,2018-03-17,23.0,3136.0,2,1,1,352.0,Eastern Metropolitan,11925,664000,Far,6
14014,Croydon,3,h,McGrath,2018-03-17,23.0,3136.0,3,2,2,1044.0,Eastern Metropolitan,11925,1165000,Far,10
14015,Croydon,3,h,Jellis,2018-03-17,23.0,3136.0,3,1,1,805.0,Eastern Metropolitan,11925,772500,Far,8
14016,Croydon Hills,5,h,Jellis,2018-03-17,23.0,3136.0,3,1,1,693.5,Eastern Metropolitan,1705,1101000,Far,10
14017,Dallas,4,h,Stockdale,2018-03-17,14.0,3047.0,4,2,3,780.0,Northern Metropolitan,2246,620000,Nearby,13
14018,Dallas,3,h,Barry,2018-03-17,14.0,3047.0,3,1,3,565.0,Northern Metropolitan,2246,520000,Nearby,10
14019,Dandenong,3,h,Del,2018-03-17,24.7,3175.0,3,1,2,1034.0,South-Eastern Metropolitan,10894,1400000,Far,9
14020,Dandenong,4,h,O'Brien,2018-03-17,24.7,3175.0,4,1,2,850.0,South-Eastern Metropolitan,10894,915500,Far,11
14021,Dandenong,3,u,O'Brien,2018-03-17,24.7,3175.0,2,1,1,210.0,South-Eastern Metropolitan,10894,520000,Far,7
14022,Dandenong North,3,h,Boutique,2018-03-17,24.7,3175.0,3,2,2,649.0,South-Eastern Metropolitan,8322,681000,Far,10
14023,Deer Park,3,h,Stockdale,2018-03-17,14.8,3023.0,3,1,1,537.0,Western Metropolitan,6388,347000,Nearby,8
14024,Deer Park,3,h,Wyndham,2018-03-17,14.8,3023.0,3,2,2,406.0,Western Metropolitan,6388,580500,Nearby,10
14025,Delahey,4,h,Barry,2018-03-17,18.0,3037.0,4,3,2,602.0,Western Metropolitan,2898,655000,Moderately Close,13
14026,Derrimut,5,h,Barry,2018-03-17,14.7,3030.0,5,4,2,552.0,Western Metropolitan,2276,975000,Nearby,16
14027,Diamond Creek,4,h,Morrison,2018-03-17,21.8,3089.0,4,2,4,1222.0,Northern Victoria,4258,1063000,Far,14
14028,Diamond Creek,3,h,Mason,2018-03-17,21.8,3089.0,3,1,2,737.5,Northern Victoria,4258,587500,Far,9
14029,Diamond Creek,4,h,Barry,2018-03-17,21.8,3089.0,4,2,0,530.0,Northern Victoria,4258,750000,Far,10
14030,Diamond Creek,4,h,Barry,2018-03-17,21.8,3089.0,4,3,3,940.0,Northern Victoria,4258,750000,Far,14
14031,Diggers Rest,3,h,Prof.,2018-03-17,27.7,3427.0,3,2,2,607.0,Western Metropolitan,1184,550000,Far,10
14032,Dingley Village,4,h,Ray,2018-03-17,22.2,3172.0,4,2,2,528.0,South-Eastern Metropolitan,3940,1000000,Far,12
14033,Dingley Village,3,h,Buxton,2018-03-17,22.2,3172.0,3,2,5,535.0,South-Eastern Metropolitan,3940,875000,Far,13
14034,Doncaster,4,h,Jellis,2018-03-17,12.4,3108.0,4,2,2,653.0,Eastern Metropolitan,9028,1160000,Nearby,12
14035,Doncaster,3,h,Barry,2018-03-17,12.4,3108.0,3,1,2,728.0,Eastern Metropolitan,9028,1600000,Nearby,9
14036,Doncaster,4,t,Jellis,2018-03-17,12.4,3108.0,3,1,1,236.0,Eastern Metropolitan,9028,1300000,Nearby,9
14037,Doncaster,4,h,Jellis,2018-03-17,12.4,3108.0,4,2,2,352.0,Eastern Metropolitan,9028,1310000,Nearby,12
14038,Doncaster,3,h,Jellis,2018-03-17,12.4,3108.0,3,1,2,725.0,Eastern Metropolitan,9028,1320000,Nearby,9
14039,Doncaster East,3,h,Jellis,2018-03-17,14.3,3109.0,3,2,1,654.0,Eastern Metropolitan,10999,1120000,Nearby,9
14040,Doncaster East,3,h,Ray,2018-03-17,14.3,3109.0,3,1,2,650.0,Eastern Metropolitan,10999,1181000,Nearby,9
14041,Doncaster East,4,h,Barry,2018-03-17,14.3,3109.0,4,3,2,675.0,Eastern Metropolitan,10999,1385000,Nearby,13
14042,Doncaster East,3,t,Barry,2018-03-17,14.3,3109.0,3,1,1,236.0,Eastern Metropolitan,10999,829000,Nearby,8
14043,Donvale,3,h,Barry,2018-03-17,16.1,3111.0,3,2,2,393.0,Eastern Metropolitan,4790,900000,Moderately Close,10
14044,Donvale,3,t,Barry,2018-03-17,16.1,3111.0,3,2,2,345.0,Eastern Metropolitan,4790,800000,Moderately Close,10
14045,Doreen,3,u,Harcourts,2018-03-17,25.9,3754.0,3,2,2,315.0,Northern Victoria,7254,530000,Far,10
14046,Eaglemont,3,h,Miles,2018-03-17,8.9,3084.0,3,2,1,529.0,Eastern Metropolitan,1651,1250000,Nearby,9
14047,East Melbourne,1,u,Caine,2018-03-17,1.3,3002.0,1,1,1,50.0,Northern Metropolitan,3040,700000,Nearby,4
14048,Edithvale,4,h,O'Brien,2018-03-17,27.0,3196.0,4,3,2,378.0,South-Eastern Metropolitan,2546,1185000,Far,13
14049,Edithvale,4,t,Buxton,2018-03-17,27.0,3196.0,2,1,1,248.0,South-Eastern Metropolitan,2546,955000,Far,8
14050,Edithvale,2,t,O'Brien,2018-03-17,27.0,3196.0,2,1,1,248.0,South-Eastern Metropolitan,2546,570000,Far,6
14051,Elsternwick,3,u,Biggin,2018-03-17,7.2,3185.0,1,1,1,50.0,Southern Metropolitan,4898,1300000,Nearby,6
14052,Elsternwick,3,h,Biggin,2018-03-17,7.2,3185.0,3,2,2,630.0,Southern Metropolitan,4898,1900000,Nearby,10
14053,Elsternwick,2,u,Gary,2018-03-17,7.2,3185.0,1,1,1,50.0,Southern Metropolitan,4898,600000,Nearby,5
14054,Elsternwick,2,h,Chisholm,2018-03-17,7.2,3185.0,3,1,1,593.0,Southern Metropolitan,4898,798000,Nearby,7
14055,Eltham,4,h,Morrison,2018-03-17,18.0,3095.0,4,2,2,833.0,Eastern Metropolitan,6990,1275000,Moderately Close,12
14056,Eltham,2,u,Morrison,2018-03-17,18.0,3095.0,2,1,1,208.0,Eastern Metropolitan,6990,635000,Moderately Close,6
14057,Elwood,4,h,Greg,2018-03-17,7.2,3184.0,4,3,2,304.0,Southern Metropolitan,8989,3040000,Nearby,13
14058,Elwood,1,u,Chisholm,2018-03-17,7.2,3184.0,1,1,1,50.0,Southern Metropolitan,8989,511000,Nearby,4
14059,Endeavour Hills,5,h,LJ,2018-03-17,28.5,3802.0,5,3,2,659.0,South-Eastern Metropolitan,8443,878000,Far,15
14060,Epping,5,h,Ray,2018-03-17,19.6,3076.0,5,2,2,349.0,Northern Metropolitan,10926,720500,Moderately Close,14
14061,Epping,4,h,HAR,2018-03-17,19.6,3076.0,4,2,2,578.0,Northern Metropolitan,10926,680000,Moderately Close,12
14062,Epping,3,h,HAR,2018-03-17,19.6,3076.0,3,2,2,691.0,Northern Metropolitan,10926,670000,Moderately Close,10
14063,Epping,3,h,Ray,2018-03-17,19.6,3076.0,3,2,2,420.0,Northern Metropolitan,10926,515000,Moderately Close,10
14064,Epping,1,u,Barry,2018-03-17,19.6,3076.0,1,1,1,50.0,Northern Metropolitan,10926,315000,Moderately Close,4
14065,Epping,3,h,HAR,2018-03-17,19.6,3076.0,3,2,2,492.0,Northern Metropolitan,10926,692500,Moderately Close,10
14066,Epping,4,h,McGrath,2018-03-17,19.6,3076.0,4,3,4,568.0,Northern Metropolitan,10926,820000,Moderately Close,15
14067,Epping,4,h,Raine,2018-03-17,19.6,3076.0,4,2,4,612.0,Northern Metropolitan,10926,685000,Moderately Close,14
14068,Epping,3,h,HAR,2018-03-17,19.6,3076.0,3,1,1,482.0,Northern Metropolitan,10926,629250,Moderately Close,8
14069,Epping,4,h,hockingstuart,2018-03-17,19.6,3076.0,4,2,2,376.0,Northern Metropolitan,10926,649000,Moderately Close,12
14070,Epping,4,h,Love,2018-03-17,19.6,3076.0,4,2,2,448.0,Northern Metropolitan,10926,662000,Moderately Close,12
14071,Essendon,4,h,Rendina,2018-03-17,7.5,3040.0,4,2,3,590.0,Western Metropolitan,9264,1727000,Nearby,13
14072,Essendon,3,u,Brad,2018-03-17,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,900000,Nearby,7
14073,Essendon,3,h,Nelson,2018-03-17,7.5,3040.0,3,2,2,207.0,Western Metropolitan,9264,1210000,Nearby,10
14074,Essendon,1,u,Nelson,2018-03-17,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,356000,Nearby,5
14075,Essendon,4,h,Nelson,2018-03-17,7.5,3040.0,4,1,2,770.0,Western Metropolitan,9264,1961000,Nearby,11
14076,Essendon,4,h,Barry,2018-03-17,7.5,3040.0,4,2,2,354.0,Western Metropolitan,9264,1650000,Nearby,12
14077,Essendon,5,h,Barry,2018-03-17,7.5,3040.0,5,3,2,637.0,Western Metropolitan,9264,1565000,Nearby,15
14078,Essendon,2,u,Nelson,2018-03-17,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,659000,Nearby,6
14079,Essendon,3,u,Barry,2018-03-17,7.5,3040.0,2,1,1,80.0,Western Metropolitan,9264,800000,Nearby,7
14080,Essendon,4,h,Barry,2018-03-17,7.5,3040.0,4,2,2,447.0,Western Metropolitan,9264,1485000,Nearby,12
14081,Essendon,3,h,McDonald,2018-03-17,7.5,3040.0,3,3,2,719.0,Western Metropolitan,9264,2100000,Nearby,11
14082,Essendon,3,h,Hodges,2018-03-17,7.5,3040.0,3,1,1,440.0,Western Metropolitan,9264,1465000,Nearby,8
14083,Fairfield,1,u,Thomas,2018-03-17,5.7,3078.0,1,1,1,50.0,Northern Metropolitan,2970,332500,Nearby,4
14084,Fairfield,3,h,Miles,2018-03-17,5.7,3078.0,3,1,0,320.0,Northern Metropolitan,2970,1360000,Nearby,7
14085,Fawkner,3,h,Barry,2018-03-17,13.1,3060.0,3,1,2,587.0,Northern Metropolitan,5070,670000,Nearby,9
14086,Fawkner,3,h,McGrath,2018-03-17,13.1,3060.0,3,1,2,785.0,Northern Metropolitan,5070,867500,Nearby,9
14087,Fawkner,3,t,Ray,2018-03-17,13.1,3060.0,3,2,1,277.0,Northern Metropolitan,5070,682000,Nearby,9
14088,Fawkner,3,h,O'Brien,2018-03-17,13.1,3060.0,3,1,1,655.0,Northern Metropolitan,5070,720000,Nearby,8
14089,Fawkner,4,h,HAR,2018-03-17,13.1,3060.0,4,2,6,652.0,Northern Metropolitan,5070,945000,Nearby,16
14090,Ferntree Gully,4,h,Schroeder,2018-03-17,24.8,3156.0,4,2,4,623.0,Eastern Metropolitan,10788,860000,Far,14
14091,Ferntree Gully,4,h,Max,2018-03-17,24.8,3156.0,4,2,2,665.0,Eastern Metropolitan,10788,845000,Far,12
14092,Ferntree Gully,4,h,Ray,2018-03-17,24.8,3156.0,4,2,2,722.0,Eastern Metropolitan,10788,851000,Far,12
14093,Fitzroy,2,u,Nelson,2018-03-17,2.1,3065.0,1,1,1,50.0,Northern Metropolitan,5825,838000,Nearby,5
14094,Fitzroy North,3,h,Nelson,2018-03-17,3.6,3068.0,3,1,0,266.0,Northern Metropolitan,6244,1700000,Nearby,7
14095,Fitzroy North,3,t,Jellis,2018-03-17,3.6,3068.0,2,1,1,145.0,Northern Metropolitan,6244,1010000,Nearby,7
14096,Fitzroy North,3,h,Collins,2018-03-17,3.6,3068.0,3,2,2,838.0,Northern Metropolitan,6244,1412500,Nearby,10
14097,Fitzroy North,4,t,Collins,2018-03-17,3.6,3068.0,2,1,1,145.0,Northern Metropolitan,6244,1300000,Nearby,8
14098,Fitzroy North,3,h,hockingstuart,2018-03-17,3.6,3068.0,3,2,2,560.0,Northern Metropolitan,6244,1875000,Nearby,10
14099,Flemington,2,u,Frank,2018-03-17,3.4,3031.0,1,1,1,50.0,Northern Metropolitan,3593,452000,Nearby,5
14100,Flemington,2,h,Alexkarbon,2018-03-17,3.4,3031.0,2,1,0,217.0,Northern Metropolitan,3593,1015000,Nearby,5
14101,Flemington,3,h,Nelson,2018-03-17,3.4,3031.0,3,1,0,209.0,Northern Metropolitan,3593,1120000,Nearby,7
14102,Footscray,3,h,Sweeney,2018-03-17,5.1,3011.0,3,1,1,182.0,Western Metropolitan,7570,820000,Nearby,8
14103,Footscray,3,t,Jas,2018-03-17,5.1,3011.0,3,2,2,148.0,Western Metropolitan,7570,820000,Nearby,10
14104,Footscray,3,h,Village,2018-03-17,5.1,3011.0,3,1,2,517.0,Western Metropolitan,7570,960000,Nearby,9
14105,Footscray,4,h,Jas,2018-03-17,5.1,3011.0,4,1,2,388.0,Western Metropolitan,7570,850000,Nearby,11
14106,Forest Hill,3,h,RW,2018-03-17,15.4,3131.0,3,1,1,594.0,Eastern Metropolitan,4385,885000,Moderately Close,8
14107,Frankston,3,h,hockingstuart,2018-03-17,38.0,3199.0,3,2,4,1083.0,South-Eastern Metropolitan,17055,845777,Far,12
14108,Frankston,3,h,Barry,2018-03-17,38.0,3199.0,3,2,2,692.0,South-Eastern Metropolitan,17055,686000,Far,10
14109,Frankston South,4,h,Barry,2018-03-17,38.0,3199.0,4,2,2,2878.0,South-Eastern Metropolitan,7566,920000,Far,12
14110,Frankston South,5,h,O'Brien,2018-03-17,38.0,3199.0,5,2,4,700.0,South-Eastern Metropolitan,7566,825000,Far,16
14111,Gisborne,3,h,Raine,2018-03-17,45.9,3437.0,3,2,2,675.0,Northern Victoria,3376,550000,Far,10
14112,Gisborne,4,h,Raine,2018-03-17,45.9,3437.0,4,2,4,2647.0,Northern Victoria,3376,1250000,Far,14
14113,Gladstone Park,3,h,Ray,2018-03-17,12.9,3043.0,3,1,2,613.0,Western Metropolitan,3285,640000,Nearby,9
14114,Gladstone Park,3,h,Ray,2018-03-17,12.9,3043.0,3,2,1,591.0,Western Metropolitan,3285,700000,Nearby,9
14115,Gladstone Park,4,h,YPA,2018-03-17,12.9,3043.0,4,1,2,666.0,Western Metropolitan,3285,710000,Nearby,11
14116,Glen Huntly,4,h,hockingstuart,2018-03-17,10.1,3163.0,4,2,2,617.0,Southern Metropolitan,2403,1900000,Nearby,12
14117,Glen Iris,3,h,Noel,2018-03-17,7.3,3146.0,3,2,4,724.0,Southern Metropolitan,10412,2160000,Nearby,12
14118,Glen Iris,4,h,Marshall,2018-03-17,7.3,3146.0,4,3,2,334.0,Southern Metropolitan,10412,1850000,Nearby,13
14119,Glen Iris,4,h,Marshall,2018-03-17,7.3,3146.0,4,2,2,557.0,Southern Metropolitan,10412,1900000,Nearby,12
14120,Glen Iris,3,t,hockingstuart,2018-03-17,7.3,3146.0,3,2,1,267.0,Southern Metropolitan,10412,1070000,Nearby,9
14121,Glen Iris,3,h,Marshall,2018-03-17,7.3,3146.0,3,1,1,680.0,Southern Metropolitan,10412,1855000,Nearby,8
14122,Glen Waverley,3,u,Harcourts,2018-03-17,16.7,3150.0,2,1,1,208.0,Eastern Metropolitan,15321,955000,Moderately Close,7
14123,Glen Waverley,5,h,Barry,2018-03-17,16.7,3150.0,5,5,2,1042.0,Eastern Metropolitan,15321,2500000,Moderately Close,17
14124,Glen Waverley,3,h,LLC,2018-03-17,16.7,3150.0,3,2,2,830.0,Eastern Metropolitan,15321,2420000,Moderately Close,10
14125,Glen Waverley,4,h,Barry,2018-03-17,16.7,3150.0,4,2,1,655.0,Eastern Metropolitan,15321,1080000,Moderately Close,11
14126,Glen Waverley,4,h,Harcourts,2018-03-17,16.7,3150.0,4,2,2,799.0,Eastern Metropolitan,15321,1400500,Moderately Close,12
14127,Glenroy,3,h,Nelson,2018-03-17,11.2,3046.0,3,2,3,619.0,Northern Metropolitan,8870,880000,Nearby,11
14128,Glenroy,3,h,Stockdale,2018-03-17,11.2,3046.0,3,1,1,308.0,Northern Metropolitan,8870,550000,Nearby,8
14129,Glenroy,2,t,Nelson,2018-03-17,11.2,3046.0,2,1,1,136.0,Northern Metropolitan,8870,525000,Nearby,6
14130,Gowanbrae,3,h,Nelson,2018-03-17,12.9,3043.0,3,2,2,217.0,Western Metropolitan,1071,665000,Nearby,10
14131,Gowanbrae,3,h,Nelson,2018-03-17,12.9,3043.0,3,2,2,450.0,Western Metropolitan,1071,770000,Nearby,10
14132,Greensborough,4,h,Morrison,2018-03-17,16.1,3088.0,4,2,2,771.0,Northern Metropolitan,8524,1120000,Moderately Close,12
14133,Greensborough,2,t,Darren,2018-03-17,16.1,3088.0,2,1,1,188.0,Northern Metropolitan,8524,670000,Moderately Close,6
14134,Greensborough,3,u,Darren,2018-03-17,16.1,3088.0,1,1,1,50.0,Northern Metropolitan,8524,626000,Moderately Close,6
14135,Greensborough,3,h,Barry,2018-03-17,16.1,3088.0,3,1,1,467.0,Northern Metropolitan,8524,637000,Moderately Close,8
14136,Greensborough,3,h,Buckingham,2018-03-17,16.1,3088.0,3,1,2,581.0,Northern Metropolitan,8524,808000,Moderately Close,9
14137,Greensborough,4,h,Ray,2018-03-17,16.1,3088.0,4,2,4,920.0,Northern Metropolitan,8524,930000,Moderately Close,14
